150.0000, 0.0000, 0.0579, 1.0000, 0.0000
155.0000, 0.0000, 0.0612, 1.0000, 0.0000
160.0000, 0.0000, 0.0605, 1.0000, 0.0000
165.0000, 0.0000, 0.0644, 1.0000, 0.0000
170.0000, 0.0000, 0.0657, 1.0000, 0.0000
175.0000, 0.0000, 0.0648, 1.0000, 0.0000
180.0000, 0.0000, 0.0656, 1.0000, 0.0000
185.0000, 0.0000, 0.0660, 1.0000, 0.0000
190.0000, 0.0000, 0.0642, 1.0000, 0.0000
195.0000, 0.0000, 0.0652, 1.0000, 0.0000
200.0000, 0.0000, 0.0652, 1.0000, 0.0000
205.0000, 0.0000, 0.0623, 1.0000, 0.0000
210.0000, 0.0000, 0.0641, 1.0000, 0.0000
215.0000, 0.0000, 0.0645, 1.0000, 0.0000
220.0000, 0.0000, 0.0602, 1.0000, 0.0000
225.0000, 0.0000, 0.0613, 1.0000, 0.0000
230.0000, 0.0000, 0.0616, 1.0000, 0.0000
235.0000, 0.0000, 0.0610, 1.0000, 0.0000
240.0000, 0.0000, 0.0590, 1.0000, 0.0000
245.0000, 0.0000, 0.0598, 1.0000, 0.0000
250.0000, 0.0000, 0.0601, 1.0000, 0.0000
255.0000, 0.0000, 0.0593, 1.0000, 0.0000
260.0000, 0.0000, 0.0601, 1.0000, 0.0000
265.0000, 0.0000, 0.0604, 1.0000, 0.0000
270.0000, 0.0000, 0.0597, 1.0000, 0.0000
275.0000, 0.0000, 0.0610, 1.0000, 0.0000
280.0000, 0.0000, 0.0616, 1.0000, 0.0000
285.0000, 0.0000, 0.0606, 1.0000, 0.0000
290.0000, 0.0000, 0.0625, 1.0000, 0.0000
295.0000, 0.0000, 0.0632, 1.0000, 0.0000
300.0000, 0.0000, 0.0622, 1.0000, 0.0000
305.0000, 0.0000, 0.0638, 1.0000, 0.0000
310.0000, 0.0000, 0.0644, 1.0000, 0.0000
315.0000, 0.0000, 0.0633, 1.0000, 0.0000
320.0000, 0.0000, 0.0644, 1.0000, 0.0000
325.0000, 0.0000, 0.0651, 1.0000, 0.0000
330.0000, 0.0000, 0.0619, 1.0000, 0.0000
335.0000, 0.0000, 0.0630, 1.0000, 0.0000
340.0000, 0.0000, 0.0630, 1.0000, 0.0000
345.0000, 0.0000, 0.0589, 1.0000, 0.0000
350.0000, 0.0000, 0.0613, 1.0000, 0.0000
355.0000, 0.0000, 0.0621, 1.0000, 0.0000
360.0000, 0.0000, 0.0624, 1.0000, 0.0000
365.0000, 0.0000, 0.0610, 1.0000, 0.0000
370.0000, 0.0000, 0.0625, 1.0000, 0.0000
375.0000, 0.0000, 0.0627, 1.0000, 0.0000
380.0000, 0.0000, 0.0622, 1.0000, 0.0000
385.0000, 0.0000, 0.0627, 1.0000, 0.0000
390.0000, 0.0000, 0.0628, 1.0000, 0.0000
395.0000, 0.0000, 0.0620, 1.0000, 0.0000
400.0000, 0.0000, 0.0630, 1.0000, 0.0000
405.0000, 0.0000, 0.0627, 1.0000, 0.0000
410.0000, 0.0000, 0.0613, 1.0000, 0.0000
415.0000, 0.0000, 0.0626, 1.0000, 0.0000
420.0000, 0.0000, 0.0625, 1.0000, 0.0000
425.0000, 0.0000, 0.0605, 1.0000, 0.0000
430.0000, 0.0000, 0.0616, 1.0000, 0.0000
435.0000, 0.0000, 0.0623, 1.0000, 0.0000
440.0000, 0.0000, 0.0606, 1.0000, 0.0000
445.0000, 0.0000, 0.0619, 1.0000, 0.0000
450.0000, 0.0000, 0.0625, 1.0000, 0.0000
455.0000, 0.0000, 0.0596, 1.0000, 0.0000
460.0000, 0.0000, 0.0619, 1.0000, 0.0000
465.0000, 0.0000, 0.0630, 1.0000, 0.0000
470.0000, 0.0000, 0.0610, 1.0000, 0.0000
475.0000, 0.0000, 0.0635, 1.0000, 0.0000
480.0000, 0.0000, 0.0642, 1.0000, 0.0000
485.0000, 0.0000, 0.0645, 1.0000, 0.0000
490.0000, 0.0000, 0.0639, 1.0000, 0.0000
495.0000, 0.0000, 0.0645, 1.0000, 0.0000
500.0000, 0.0000, 0.0638, 1.0000, 0.0000
505.0000, 0.0000, 0.0628, 1.0000, 0.0000
510.0000, 0.0000, 0.0634, 1.0000, 0.0000
515.0000, 0.0000, 0.0640, 1.0000, 0.0000
520.0000, 0.0000, 0.0628, 1.0000, 0.0000
525.0000, 0.0000, 0.0637, 1.0000, 0.0000
530.0000, 0.0000, 0.0639, 1.0000, 0.0000
535.0000, 0.0000, 0.0622, 1.0000, 0.0000
540.0000, 0.0000, 0.0634, 1.0000, 0.0000
545.0000, 0.0000, 0.0636, 1.0000, 0.0000
550.0000, 0.0000, 0.0617, 1.0000, 0.0000
555.0000, 0.0000, 0.0629, 1.0000, 0.0000
560.0000, 0.0000, 0.0638, 1.0000, 0.0000
565.0000, 0.0000, 0.0625, 1.0000, 0.0000
570.0000, 0.0000, 0.0638, 1.0000, 0.0000
575.0000, 0.0000, 0.0641, 1.0000, 0.0000
580.0000, 0.0000, 0.0615, 1.0000, 0.0000
585.0000, 0.0000, 0.0630, 1.0000, 0.0000
590.0000, 0.0000, 0.0637, 1.0000, 0.0000
595.0000, 0.0000, 0.0634, 1.0000, 0.0000
600.0000, 0.0000, 0.0621, 1.0000, 0.0000
605.0000, 0.0000, 0.0633, 1.0000, 0.0000
610.0000, 0.0000, 0.0632, 1.0000, 0.0000
615.0000, 0.0000, 0.0622, 1.0000, 0.0000
620.0000, 0.0000, 0.0632, 1.0000, 0.0000
625.0000, 0.0000, 0.0636, 1.0000, 0.0000
630.0000, 0.0000, 0.0629, 1.0000, 0.0000
635.0000, 0.0000, 0.0637, 1.0000, 0.0000
640.0000, 0.0000, 0.0637, 1.0000, 0.0000
645.0000, 0.0000, 0.0622, 1.0000, 0.0000
650.0000, 0.0000, 0.0633, 1.0000, 0.0000
655.0000, 0.0000, 0.0637, 1.0000, 0.0000
660.0000, 0.0000, 0.0618, 1.0000, 0.0000
665.0000, 0.0000, 0.0633, 1.0000, 0.0000
670.0000, 0.0000, 0.0636, 1.0000, 0.0000
675.0000, 0.0000, 0.0629, 1.0000, 0.0000
680.0000, 0.0000, 0.0640, 1.0000, 0.0000
685.0000, 0.0000, 0.0645, 1.0000, 0.0000
690.0000, 0.0000, 0.0631, 1.0000, 0.0000
695.0000, 0.0000, 0.0641, 1.0000, 0.0000
700.0000, 0.0000, 0.0645, 1.0000, 0.0000
705.0000, 0.0000, 0.0612, 1.0000, 0.0000
710.0000, 0.0000, 0.0631, 1.0000, 0.0000
715.0000, 0.0000, 0.0634, 1.0000, 0.0000
720.0000, 0.0000, 0.0643, 1.0000, 0.0000
725.0000, 0.0000, 0.0634, 1.0000, 0.0000
730.0000, 0.0000, 0.0647, 1.0000, 0.0000
735.0000, 0.0000, 0.0647, 1.0000, 0.0000
740.0000, 0.0000, 0.0643, 1.0000, 0.0000
745.0000, 0.0000, 0.0652, 1.0000, 0.0000
750.0000, 0.0000, 0.0644, 1.0000, 0.0000
755.0000, 0.0000, 0.0627, 1.0000, 0.0000
760.0000, 0.0000, 0.0626, 1.0000, 0.0000
765.0000, 0.0000, 0.0630, 1.0000, 0.0000
770.0000, 0.0000, 0.0610, 1.0000, 0.0000
775.0000, 0.0000, 0.0621, 1.0000, 0.0000
780.0000, 0.0000, 0.0624, 1.0000, 0.0000
785.0000, 0.0000, 0.0609, 1.0000, 0.0000
790.0000, 0.0000, 0.0630, 1.0000, 0.0000
795.0000, 0.0000, 0.0634, 1.0000, 0.0000
800.0000, 0.0000, 0.0622, 1.0000, 0.0000
805.0000, 0.0000, 0.0639, 1.0000, 0.0000
810.0000, 0.0000, 0.0643, 1.0000, 0.0000
815.0000, 0.0000, 0.0632, 1.0000, 0.0000
820.0000, 0.0000, 0.0646, 1.0000, 0.0000
825.0000, 0.0000, 0.0649, 1.0000, 0.0000
830.0000, 0.0000, 0.0628, 1.0000, 0.0000
835.0000, 0.0000, 0.0643, 1.0000, 0.0000
840.0000, 0.0000, 0.0651, 1.0000, 0.0000
845.0000, 0.0000, 0.0650, 1.0000, 0.0000
850.0000, 0.0000, 0.0636, 1.0000, 0.0000
855.0000, 0.0000, 0.0643, 1.0000, 0.0000
860.0000, 0.0000, 0.0640, 1.0000, 0.0000
865.0000, 0.0000, 0.0622, 1.0000, 0.0000
870.0000, 0.0000, 0.0633, 1.0000, 0.0000
875.0000, 0.0000, 0.0639, 1.0000, 0.0000
880.0000, 0.0000, 0.0628, 1.0000, 0.0000
885.0000, 0.0000, 0.0646, 1.0000, 0.0000
890.0000, 0.0000, 0.0652, 1.0000, 0.0000
895.0000, 0.0000, 0.0641, 1.0000, 0.0000
900.0000, 0.0000, 0.0656, 1.0000, 0.0000
905.0000, 0.0000, 0.0658, 1.0000, 0.0000
910.0000, 0.0000, 0.0645, 1.0000, 0.0000
915.0000, 0.0000, 0.0652, 1.0000, 0.0000
920.0000, 0.0000, 0.0657, 1.0000, 0.0000
925.0000, 0.0000, 0.0643, 1.0000, 0.0000
930.0000, 0.0000, 0.0656, 1.0000, 0.0000
935.0000, 0.0000, 0.0659, 1.0000, 0.0000
940.0000, 0.0000, 0.0640, 1.0000, 0.0000
945.0000, 0.0000, 0.0651, 1.0000, 0.0000
950.0000, 0.0000, 0.0654, 1.0000, 0.0000
955.0000, 0.0000, 0.0615, 1.0000, 0.0000
960.0000, 0.0000, 0.0631, 1.0000, 0.0000
965.0000, 0.0000, 0.0639, 1.0000, 0.0000
970.0000, 0.0000, 0.0645, 1.0000, 0.0000
975.0000, 0.0000, 0.0636, 1.0000, 0.0000
980.0000, 0.0000, 0.0644, 1.0000, 0.0000
985.0000, 0.0000, 0.0642, 1.0000, 0.0000
990.0000, 0.0000, 0.0629, 1.0000, 0.0000
995.0000, 0.0000, 0.0626, 1.0000, 0.0000
1000.0000, 0.0000, 0.0615, 1.0000, 0.0000
1005.0000, 0.0000, 0.0587, 1.0000, 0.0000
1010.0000, 0.0000, 0.0570, 1.0000, 0.0000
1015.0000, 0.0000, 0.0548, 1.0000, 0.0000
1020.0000, 0.0000, 0.0516, 1.0000, 0.0000
1025.0000, 0.0000, 0.0485, 1.0000, 0.0000
1030.0000, 0.0000, 0.0451, 1.0000, 0.0000
1035.0000, 0.0000, 0.0403, 1.0000, 0.0000
1040.0000, 0.0000, 0.0414, 1.0000, 0.0000
1045.0000, 0.0000, 0.0395, 1.0000, 0.0000
1050.0000, 0.0000, 0.0371, 1.0000, 0.0000
1055.0000, 0.0000, 0.0371, 1.0000, 0.0000
1060.0000, 0.0000, 0.0398, 1.0000, 0.0000
1065.0000, 0.0000, 0.0404, 1.0000, 0.0000
1070.0000, 0.0000, 0.0432, 1.0000, 0.0000
1075.0000, 0.0000, 0.0485, 1.0000, 0.0000
1080.0000, 0.0000, 0.0549, 1.0000, 0.0000
1085.0000, 0.0000, 0.0670, 1.0000, 0.0000
1090.0000, 0.0000, 0.0824, 1.0000, 0.0000
1095.0000, 0.0000, 0.1021, 1.0000, 0.0000
1100.0000, 0.0000, 0.1348, 1.0000, 0.0000
1105.0000, 0.0000, 0.1538, 1.0000, 0.0000
1110.0000, 0.0000, 0.1889, 1.0000, 0.0000
1115.0000, 0.0000, 0.2294, 1.0000, 1.0000
1120.0000, 0.0000, 0.2746, 1.0000, 1.0000
1125.0000, 0.0000, 0.2652, 1.0000, 1.0000
1130.0000, 0.0000, 0.2594, 1.0000, 1.0000
1135.0000, 0.0000, 0.2759, 1.0000, 1.0000
1140.0000, 0.0000, 0.2428, 1.0000, 1.0000
1145.0000, 0.0000, 0.2001, 1.0000, 1.0000
1150.0000, 0.0000, 0.2107, 1.0000, 1.0000
