150.0000,0.0000
155.0000,0.0000
160.0000,0.0000
165.0000,0.0000
170.0000,0.0000
175.0000,0.0000
180.0000,0.0000
185.0000,0.0000
190.0000,0.0000
195.0000,0.0000
200.0000,0.0000
205.0000,0.0000
210.0000,0.0000
215.0000,0.0000
220.0000,0.0000
225.0000,1.0000
230.0000,1.0000
235.0000,1.0000
240.0000,1.0000
245.0000,1.0000
250.0000,1.0000
255.0000,1.0000
260.0000,1.0000
265.0000,1.0000
270.0000,1.0000
275.0000,1.0000
280.0000,1.0000
320.0000,0.0000
325.0000,0.0000
330.0000,0.0000
335.0000,0.0000
340.0000,0.0000
345.0000,0.0000
350.0000,0.0000
355.0000,0.0000
360.0000,0.0000
365.0000,0.0000
370.0000,0.0000
375.0000,0.0000
380.0000,0.0000
385.0000,0.0000
390.0000,0.0000
395.0000,0.0000
400.0000,0.0000
405.0000,0.0000
410.0000,0.0000
415.0000,0.0000
420.0000,0.0000
425.0000,0.0000
430.0000,0.0000
435.0000,0.0000
440.0000,0.0000
445.0000,0.0000
450.0000,0.0000
455.0000,0.0000
460.0000,0.0000
465.0000,0.0000
470.0000,0.0000
475.0000,0.0000
480.0000,0.0000
485.0000,0.0000
490.0000,0.0000
495.0000,0.0000
500.0000,0.0000
505.0000,0.0000
510.0000,0.0000
515.0000,0.0000
520.0000,0.0000
525.0000,0.0000
530.0000,0.0000
535.0000,0.0000
540.0000,0.0000
545.0000,0.0000
550.0000,0.0000
555.0000,0.0000
560.0000,0.0000
565.0000,0.0000
570.0000,0.0000
575.0000,0.0000
580.0000,0.0000
585.0000,0.0000
590.0000,0.0000
595.0000,0.0000
600.0000,0.0000
605.0000,0.0000
610.0000,0.0000
615.0000,0.0000
620.0000,0.0000
625.0000,0.0000
630.0000,0.0000
635.0000,0.0000
640.0000,0.0000
645.0000,0.0000
650.0000,0.0000
655.0000,0.0000
660.0000,0.0000
665.0000,0.0000
670.0000,0.0000
675.0000,0.0000
680.0000,0.0000
685.0000,0.0000
690.0000,0.0000
695.0000,0.0000
700.0000,0.0000
705.0000,0.0000
710.0000,0.0000
715.0000,0.0000
720.0000,0.0000
725.0000,0.0000
730.0000,0.0000
735.0000,0.0000
740.0000,0.0000
745.0000,0.0000
750.0000,0.0000
755.0000,0.0000
760.0000,0.0000
765.0000,0.0000
770.0000,0.0000
775.0000,0.0000
780.0000,0.0000
785.0000,0.0000
790.0000,0.0000
795.0000,0.0000
800.0000,0.0000
805.0000,0.0000
810.0000,0.0000
815.0000,0.0000
820.0000,0.0000
825.0000,0.0000
830.0000,0.0000
835.0000,0.0000
840.0000,0.0000
845.0000,0.0000
850.0000,0.0000
855.0000,0.0000
860.0000,0.0000
865.0000,0.0000
870.0000,0.0000
875.0000,0.0000
880.0000,0.0000
885.0000,0.0000
890.0000,0.0000
895.0000,0.0000
900.0000,0.0000
905.0000,0.0000
910.0000,0.0000
915.0000,0.0000
